Company_ID,Company_Name,Industry,Region,Year,Publication_Date,Revenue,Profit_Margin,Market_Cap,Growth_Rate,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emissions,Water_Usage,Energy_Consumption,Analyst_Outlook
6,Firm_6,Manufacturing,Asia,2016,2017-05-30,1401.1,4.23,506.4,7.57,41.7,25.4,65.5,42.4,1209840.1,1252923.7,11915452.1,2
6,Firm_6,Manufacturing,Asia,2017,2018-05-30,1546.9,6.79,605.2,10.41,37.7,19.6,73.8,26.9,2300126.2,790377.0,11086479.4,3
6,Firm_6,Manufacturing,Asia,2018,2019-05-30,1870.5,10.42,405.7,20.92,39.9,25.9,68.1,31.2,1553412.1,430231.4,34303017.8,4
6,Firm_6,Manufacturing,Asia,2019,2020-05-30,2185.2,8.97,518.7,16.82,42.0,28.5,64.2,39.5,851414.7,1102862.8,11086955.3,5
6,Firm_6,Manufacturing,Asia,2020,2021-05-30,2331.8,6.01,451.8,6.71,35.0,17.8,55.6,41.3,3936348.6,2242854.3,16160621.9,5
6,Firm_6,Manufacturing,Asia,2021,2022-05-30,2588.5,7.52,743.6,11.01,35.2,19.4,55.8,38.9,,,,2
6,Firm_6,Manufacturing,Asia,2022,2023-05-30,2879.4,11.34,965.2,11.24,37.4,24.8,58.2,35.0,2694890.2,2033386.3,20485701.4,4
6,Firm_6,Manufacturing,Asia,2023,2024-05-30,2925.7,11.77,914.1,1.61,41.5,30.9,72.0,23.9,2104107.7,2228897.1,16040674.6,2
6,Firm_6,Manufacturing,Asia,2024,2025-05-30,3184.6,6.93,1274.8,8.85,47.2,40.3,78.2,22.3,,,,5
6,Firm_6,Manufacturing,Asia,2025,2026-05-30,3396.0,11.16,1334.4,6.64,43.4,40.6,67.9,19.0,3270279.2,935995.8,15177895.6,1
7,Firm_7,Manufacturing,Europe,2012,2013-05-12,3738.7,7.23,7553.0,,49.2,23.3,72.9,67.3,3199633.3,3979565.2,26037274.0,2
7,Firm_7,Manufacturing,Europe,2013,2014-05-12,4074.6,9.19,10406.4,8.98,51.7,26.3,66.2,80.1,2831770.4,929473.2,13224505.7,5
7,Firm_7,Manufacturing,Europe,2014,2015-05-12,4690.9,4.15,12538.4,15.13,55.8,32.2,69.8,81.4,4518787.3,1868984.7,15805381.7,1
7,Firm_7,Manufacturing,Europe,2015,2016-05-12,4775.0,8.62,11391.7,1.79,53.1,28.8,67.9,78.9,2732666.0,4865276.9,13991361.4,4
7,Firm_7,Manufacturing,Europe,2016,2017-05-12,5296.3,3.94,8393.1,10.92,54.7,33.9,66.2,78.4,3791055.6,2282372.0,8372588.3,3
8,Firm_8,Retail,Latin America,2012,2013-04-28,1358.4,4.39,1982.2,,43.2,34.6,34.2,69.6,,,,1
8,Firm_8,Retail,Latin America,2013,2014-04-28,1203.0,1.06,1356.6,-11.44,45.4,31.8,40.7,70.2,,,,1
9,Firm_9,Energy,Europe,2012,2013-05-05,9675.9,9.71,11994.4,,64.8,53.5,97.5,54.5,10843799.4,1817162.8,34862883.4,4
9,Firm_9,Energy,Europe,2013,2014-05-05,9509.4,12.73,23155.8,-1.72,60.9,53.0,87.9,49.6,5813026.7,1705382.6,83093852.7,4
9,Firm_9,Energy,Europe,2014,2015-05-05,9028.5,12.93,26845.3,-5.06,66.0,56.2,92.8,58.8,5285437.6,1584814.8,16650767.0,5
9,Firm_9,Energy,Europe,2015,2016-05-05,9975.3,11.23,45506.8,10.49,68.2,57.7,99.7,57.5,7570018.9,2903218.2,33712974.6,2
9,Firm_9,Energy,Europe,2016,2017-05-05,12228.0,14.89,52150.5,22.58,69.5,60.1,99.2,58.7,8606338.9,2073719.1,69809017.9,3
9,Firm_9,Energy,Europe,2017,2018-05-05,13293.3,12.4,64180.5,8.71,71.0,61.6,100.0,60.8,3569446.9,2026411.6,24965432.5,5
9,Firm_9,Energy,Europe,2018,2019-05-05,14376.6,10.44,69139.0,8.15,68.8,61.8,94.9,56.5,10641095.3,1195936.0,62168674.2,3
9,Firm_9,Energy,Europe,2019,2020-05-05,16946.5,5.5,89312.7,17.88,66.9,63.5,91.3,49.1,8280368.8,6315974.2,26052712.5,1
9,Firm_9,Energy,Europe,2020,2021-05-05,18542.5,12.95,61935.3,9.42,68.7,69.5,82.6,53.2,7204740.2,7557339.6,39903584.5,1
9,Firm_9,Energy,Europe,2021,2022-05-05,19606.7,13.93,48757.8,5.74,61.8,56.8,74.0,59.4,16504182.5,4334642.5,63436810.9,2
9,Firm_9,Energy,Europe,2022,2023-05-05,19844.2,11.77,40807.9,1.21,62.5,61.8,70.4,56.0,9282285.2,6017329.4,85579165.9,5
9,Firm_9,Energy,Europe,2023,2024-05-05,19516.1,8.66,37939.2,-1.65,68.4,59.6,83.4,70.9,11231396.3,6175312.4,70130461.6,1
9,Firm_9,Energy,Europe,2024,2025-05-05,20938.8,8.91,27013.4,7.29,65.4,58.6,83.2,61.4,12415617.1,4362112.0,136053005.1,5
9,Firm_9,Energy,Europe,2025,2026-05-05,20918.8,6.7,25947.1,-0.1,69.9,64.9,85.2,64.6,12202102.6,3562729.6,88579917.3,2
10,Firm_10,Retail,North America,2012,2013-05-09,2353.4,4.04,3817.3,,63.5,57.2,57.5,81.7,124806.5,32855.4,612706.9,2
10,Firm_10,Retail,North America,2013,2014-05-09,2886.7,4.76,3278.9,22.66,61.6,56.1,57.9,74.8,138142.1,45314.2,1050969.1,1
10,Firm_10,Retail,North America,2014,2015-05-09,2777.3,7.74,3046.7,-3.79,65.2,51.5,62.5,86.4,88467.6,94793.1,1254410.5,3
10,Firm_10,Retail,North America,2015,2016-05-09,2553.4,2.08,2812.9,-8.06,64.2,49.3,58.0,93.1,161499.0,40546.8,873156.9,4
10,Firm_10,Retail,North America,2016,2017-05-09,2461.6,7.68,3313.5,-3.6,61.3,44.9,58.1,86.7,180415.8,73573.1,1062699.6,5
10,Firm_10,Retail,North America,2017,2018-05-09,2209.5,5.61,4747.8,-10.24,56.5,41.3,53.7,79.7,107944.8,51972.1,1637512.7,4
10,Firm_10,Retail,North America,2018,2019-05-09,2208.8,5.01,5592.7,-0.03,56.4,41.9,50.1,85.1,170964.5,48469.1,2120557.0,4
10,Firm_10,Retail,North America,2019,2020-05-09,2440.2,14.83,7688.0,10.48,63.2,50.2,60.1,84.4,114551.2,77866.0,1509118.6,2
10,Firm_10,Retail,North America,2020,2021-05-09,2605.2,11.35,4992.4,6.76,63.2,47.6,61.5,84.8,109420.2,33110.9,1135449.1,3
10,Firm_10,Retail,North America,2021,2022-05-09,2439.0,12.45,7331.0,-6.38,66.4,52.9,70.3,75.5,172649.6,84475.9,926267.7,1
10,Firm_10,Retail,North America,2022,2023-05-09,2291.3,1.8,3995.9,-6.06,63.0,46.0,66.8,76.4,,,,2
10,Firm_10,Retail,North America,2023,2024-05-09,2226.5,7.46,3076.4,-2.83,60.0,43.1,58.2,83.5,246790.6,257029.6,1873235.2,3
10,Firm_10,Retail,North America,2024,2025-05-09,2065.1,4.86,3694.4,-7.25,56.0,44.0,48.2,84.5,105246.0,120996.4,1471926.6,4
10,Firm_10,Retail,North America,2025,2026-05-09,2115.8,7.06,3560.4,2.45,56.3,46.0,50.2,79.8,279172.4,51278.3,1407864.5,5
11,Firm_11,Consumer Goods,Africa,2012,2013-05-25,998.4,11.6,1436.6,,57.4,60.8,72.1,29.1,41631.0,23090.6,492536.6,5
11,Firm_11,Consumer Goods,Africa,2013,2014-05-25,940.8,9.98,1186.4,-5.77,54.0,55.2,71.0,25.2,58661.0,26291.3,496372.8,2
11,Firm_11,Consumer Goods,Africa,2014,2015-05-25,1004.1,11.55,2051.0,6.74,61.2,65.8,81.9,21.8,46845.3,25663.1,300377.4,1
11,Firm_11,Consumer Goods,Africa,2015,2016-05-25,1074.4,7.33,1680.6,7.0,68.3,75.6,81.3,37.1,21563.3,22070.7,186344.3,2
11,Firm_11,Consumer Goods,Africa,2016,2017-05-25,1188.4,6.85,1134.2,10.6,64.0,63.1,81.6,37.1,81205.7,27163.2,846374.0,1
11,Firm_11,Consumer Goods,Africa,2017,2018-05-25,1146.1,9.49,790.7,-3.55,67.7,68.5,84.0,40.5,54785.6,30801.6,462064.1,2
11,Firm_11,Consumer Goods,Africa,2018,2019-05-25,888.1,4.24,705.3,-22.51,66.6,67.7,81.9,40.6,32002.1,10514.5,417952.9,2
11,Firm_11,Consumer Goods,Africa,2019,2020-05-25,713.4,8.39,632.0,-19.68,63.9,75.1,71.4,36.3,13767.7,12561.8,171187.5,4
11,Firm_11,Consumer Goods,Africa,2020,2021-05-25,611.2,14.02,508.9,-14.33,58.4,64.5,75.6,22.3,10316.4,14857.4,122369.0,2
11,Firm_11,Consumer Goods,Africa,2021,2022-05-25,596.8,14.0,588.4,-2.35,56.4,58.0,75.6,23.3,34728.6,21861.9,263470.1,4
11,Firm_11,Consumer Goods,Africa,2022,2023-05-25,554.7,9.84,525.8,-7.05,55.4,62.4,65.9,28.8,32750.1,15921.5,247069.7,3
11,Firm_11,Consumer Goods,Africa,2023,2024-05-25,559.1,9.31,532.5,0.79,63.8,74.7,71.2,36.5,,,,5
11,Firm_11,Consumer Goods,Africa,2024,2025-05-25,542.2,8.85,841.5,-3.03,59.7,67.3,69.9,32.7,42729.6,19492.1,142326.7,1
11,Firm_11,Consumer Goods,Africa,2025,2026-05-25,613.9,2.75,877.1,13.22,60.2,68.2,67.4,37.5,28762.2,17595.0,351444.5,2
12,Firm_12,Finance,North America,2012,2013-05-18,1437.8,17.51,3472.7,,62.3,75.2,78.9,47.1,4740.1,2747.0,24371.3,4
12,Firm_12,Finance,North America,2013,2014-05-18,1443.4,24.35,3189.7,0.39,51.4,76.5,60.2,36.0,1981.4,3560.8,23221.8,1
12,Firm_12,Finance,North America,2014,2015-05-18,1427.9,14.03,2298.7,-1.08,53.8,78.0,61.7,39.3,4711.6,3206.0,17397.6,4
12,Firm_12,Finance,North America,2015,2016-05-18,1380.5,11.23,2118.3,-3.32,53.8,75.6,66.4,37.5,2521.8,1749.7,40331.8,5
12,Firm_12,Finance,North America,2016,2017-05-18,1261.5,22.92,2298.0,-8.62,59.9,72.6,64.0,52.4,,,,3
12,Firm_12,Finance,North America,2017,2018-05-18,1170.9,18.47,2786.4,-7.18,60.2,61.4,70.5,53.5,3987.4,7975.0,27316.3,5
12,Firm_12,Finance,North America,2018,2019-05-18,1253.1,19.18,3066.5,7.01,62.5,70.1,71.3,54.1,,,,3
12,Firm_12,Finance,North America,2019,2020-05-18,1279.3,14.94,4507.2,2.09,60.9,74.4,70.6,49.6,2840.2,1759.0,23446.0,1
12,Firm_12,Finance,North America,2020,2021-05-18,1348.6,23.55,2518.0,5.42,62.1,67.3,77.0,51.0,3988.7,3680.4,61696.4,5
12,Firm_12,Finance,North America,2021,2022-05-18,1498.6,17.4,2717.5,11.12,66.3,70.3,80.2,56.3,11068.1,3896.0,30832.7,3
12,Firm_12,Finance,North America,2022,2023-05-18,1573.1,19.37,3787.9,4.97,72.0,70.3,92.3,60.6,3530.2,1984.3,35770.7,4
12,Firm_12,Finance,North America,2023,2024-05-18,1403.3,20.13,4116.7,-10.79,70.5,73.3,94.4,55.1,9118.9,3703.7,59766.3,4
12,Firm_12,Finance,North America,2024,2025-05-18,1240.4,18.85,5798.3,-11.61,71.7,76.1,99.6,53.2,1339.8,2689.1,49913.7,2
12,Firm_12,Finance,North America,2025,2026-05-18,1123.5,21.13,5567.5,-9.42,70.9,81.5,84.7,58.4,2315.8,3380.1,40790.4,1
13,Firm_13,Finance,Africa,2012,2013-04-10,16793.5,18.39,53267.1,,43.5,81.0,32.4,35.1,26472.2,12040.7,245302.0,2
13,Firm_13,Finance,Africa,2013,2014-04-10,17834.0,20.67,49237.7,6.2,51.2,92.1,28.6,48.4,6842.5,16521.2,94787.2,2
13,Firm_13,Finance,Africa,2014,2015-04-10,20604.2,22.15,53077.0,15.53,50.2,94.2,24.7,47.9,16423.2,5568.0,209285.9,3
13,Firm_13,Finance,Africa,2015,2016-04-10,21916.1,18.23,48102.6,6.37,54.2,99.8,32.2,49.1,10869.9,11231.9,130561.7,5
13,Firm_13,Finance,Africa,2016,2017-04-10,23674.8,18.52,93423.1,8.02,59.6,100.0,37.7,56.5,12001.0,15958.1,191353.3,3
13,Firm_13,Finance,Africa,2017,2018-04-10,24576.2,17.44,126206.1,3.81,61.0,100.0,37.0,59.9,10053.6,20373.7,381478.5,1
13,Firm_13,Finance,Africa,2018,2019-04-10,27841.1,19.9,99249.3,13.29,60.1,94.2,39.3,58.9,,,,1
13,Firm_13,Finance,Africa,2019,2020-04-10,28797.6,23.85,92913.8,3.44,65.9,96.0,45.2,66.3,29895.3,25833.7,303570.3,2
13,Firm_13,Finance,Africa,2020,2021-04-10,30184.6,20.86,61163.0,4.82,63.8,93.6,49.1,60.6,45975.6,21668.3,253357.7,5
13,Firm_13,Finance,Africa,2021,2022-04-10,33717.5,14.41,67970.7,11.7,59.8,92.6,47.1,54.4,22424.6,21790.1,159857.1,3
13,Firm_13,Finance,Africa,2022,2023-04-10,38455.5,19.4,75084.0,14.05,58.6,93.9,38.4,56.7,61905.9,42220.7,298873.1,5
13,Firm_13,Finance,Africa,2023,2024-04-10,40796.2,19.96,102146.9,6.09,52.0,88.0,23.7,54.5,28388.5,45051.3,885867.2,5
13,Firm_13,Finance,Africa,2024,2025-04-10,40952.0,24.57,172922.9,0.38,57.2,89.4,35.2,57.6,64102.5,50314.3,798273.0,5
13,Firm_13,Finance,Africa,2025,2026-04-10,47973.6,21.93,288574.5,17.15,58.3,98.6,40.9,52.7,42432.7,40204.9,400153.3,4
14,Firm_14,Technology,North America,2012,2013-05-15,1392.8,13.97,9864.2,,37.6,43.4,34.4,36.2,49028.4,71418.2,554477.2,1
14,Firm_14,Technology,North America,2013,2014-05-15,1627.1,16.95,6944.2,16.82,39.0,43.9,33.7,41.0,66775.5,26412.8,1149347.8,3
14,Firm_14,Technology,North America,2014,2015-05-15,1800.4,16.98,7449.0,10.65,37.1,33.0,39.2,38.4,194967.1,72639.4,1234071.6,3
14,Firm_14,Technology,North America,2015,2016-05-15,1960.1,18.41,7583.8,8.87,37.0,25.0,40.8,44.1,,,,5
14,Firm_14,Technology,North America,2016,2017-05-15,2256.4,19.17,9338.8,15.12,34.4,26.2,35.6,41.0,,,,2
14,Firm_14,Technology,North America,2017,2018-05-15,2417.7,13.67,13291.9,7.15,37.4,26.4,45.4,37.9,164089.6,145803.4,1662895.5,5
14,Firm_14,Technology,North America,2018,2019-05-15,2226.6,13.59,11552.2,-7.9,39.1,33.4,43.3,39.3,,,,3
14,Firm_14,Technology,North America,2019,2020-05-15,2120.1,17.82,15690.7,-4.78,44.8,48.7,46.4,38.8,50339.9,50405.3,888002.3,5
14,Firm_14,Technology,North America,2020,2021-05-15,2183.7,18.92,18065.4,3.0,44.0,52.1,51.1,26.3,,,,5
14,Firm_14,Technology,North America,2021,2022-05-15,2204.9,19.45,21538.1,0.97,45.4,59.9,42.8,34.2,,,,1
14,Firm_14,Technology,North America,2022,2023-05-15,2939.6,14.86,20695.7,33.32,47.9,59.7,44.5,40.6,48581.7,51122.1,485107.3,3
14,Firm_14,Technology,North America,2023,2024-05-15,3423.9,19.87,24372.2,16.47,46.2,55.0,38.7,47.4,66424.5,62810.2,1738346.3,1
14,Firm_14,Technology,North America,2024,2025-05-15,3669.7,17.91,22099.6,7.18,46.2,56.8,39.1,45.1,129229.8,67359.7,1708143.4,3
14,Firm_14,Technology,North America,2025,2026-05-15,4267.8,16.5,20738.8,16.3,39.2,43.5,34.5,41.1,262167.8,234188.4,2777476.9,3
15,Firm_15,Utilities,Africa,2012,2013-05-12,9598.3,15.48,16855.5,,40.0,34.9,35.3,54.9,28722155.0,18423980.2,138181681.9,5
15,Firm_15,Utilities,Africa,2013,2014-05-12,11048.4,16.51,35004.2,15.11,30.1,25.9,20.9,47.6,,,,4
15,Firm_15,Utilities,Africa,2014,2015-05-12,13741.5,16.46,40825.5,24.38,35.6,31.1,21.0,59.4,38009820.8,63632408.9,138832223.6,5
15,Firm_15,Utilities,Africa,2015,2016-05-12,17474.3,13.62,52974.3,27.16,35.6,31.7,18.2,60.6,48697399.8,38004666.9,289630578.6,1
15,Firm_15,Utilities,Africa,2016,2017-05-12,18807.5,15.06,45645.5,7.63,37.0,32.3,24.8,58.5,55600640.6,26166290.2,416929120.5,1
15,Firm_15,Utilities,Africa,2017,2018-05-12,19195.7,8.81,53303.7,2.06,43.7,39.8,29.2,66.1,,,,5
15,Firm_15,Utilities,Africa,2018,2019-05-12,19474.2,8.48,59237.1,1.45,43.6,36.3,32.7,69.0,30001530.5,41654722.4,546221932.7,4
15,Firm_15,Utilities,Africa,2019,2020-05-12,21048.7,11.91,75671.2,8.08,42.2,36.1,29.3,67.4,24865949.2,23540046.7,386352530.6,3
15,Firm_15,Utilities,Africa,2020,2021-05-12,21608.8,11.28,53508.0,2.66,37.7,29.8,28.4,62.8,,,,1
15,Firm_15,Utilities,Africa,2021,2022-05-12,20670.6,11.78,45973.5,-4.34,40.0,32.7,20.0,74.4,77719317.5,65277717.3,306688988.8,4
